0.94860	0.94965	0.93870	0.76917	0.89115	0.94275	0.83722	0.26751	0.44125	0.77858	0.94579	0.09703	0.25599	0.83167	0.94762	0.41707	0.95035	0.90991	0.93696	0.03379	0.60165	0.89672	0.94766	0.72919	0.55159	0.94860	0.62387	0.82665	0.15032	0.76692	0.73485	0.94674	0.94827	0.66082	0.03835	0.01945	0.90556	0.92826	0.78500	0.48439	0.03173	0.19827	0.52430
0.94547	0.94557	0.93540	0.77163	0.88968	0.93841	0.83018	0.26384	0.43738	0.77140	0.94160	0.09577	0.25692	0.82632	0.94393	0.41661	0.94758	0.90518	0.93199	0.03371	0.59624	0.89158	0.94610	0.72386	0.54707	0.94611	0.62013	0.82025	0.15143	0.75973	0.72767	0.94549	0.94491	0.65641	0.03927	0.02056	0.90035	0.92391	0.77794	0.48501	0.03246	0.19601	0.51992
0.94137	0.94203	0.93096	0.76776	0.88619	0.93452	0.82816	0.26421	0.43692	0.76951	0.93827	0.09676	0.25702	0.82411	0.94033	0.41580	0.94362	0.90236	0.92894	0.03505	0.59512	0.88902	0.94208	0.72215	0.54612	0.94230	0.61869	0.81818	0.15196	0.75808	0.72613	0.94136	0.94126	0.65494	0.04042	0.02158	0.89765	0.92095	0.77622	0.48393	0.03374	0.19654	0.51920
0.79202	0.79151	0.78226	0.66278	0.75195	0.78465	0.69456	0.24281	0.38269	0.64606	0.78895	0.11179	0.24727	0.69489	0.79095	0.37273	0.79486	0.75950	0.78012	0.06443	0.50825	0.74794	0.79671	0.61196	0.47028	0.79515	0.53079	0.68774	0.16201	0.63717	0.61117	0.79658	0.79255	0.55905	0.07097	0.05530	0.75436	0.77548	0.65228	0.43105	0.06546	0.19067	0.44879
0.93064	0.93106	0.91991	0.76240	0.87754	0.92338	0.81728	0.26172	0.43229	0.75918	0.92756	0.09754	0.25724	0.81432	0.92964	0.41331	0.93313	0.89196	0.91799	0.03707	0.58786	0.87852	0.93262	0.71355	0.53995	0.93237	0.61206	0.80783	0.15347	0.74793	0.71637	0.93201	0.93082	0.64751	0.04302	0.02418	0.88691	0.91060	0.76597	0.48136	0.03640	0.19562	0.51341
0.87629	0.87612	0.86628	0.72285	0.82748	0.86908	0.76858	0.25460	0.41273	0.71483	0.87271	0.10322	0.25223	0.76664	0.87492	0.39669	0.87876	0.83913	0.86321	0.04727	0.55653	0.82629	0.87889	0.67319	0.51245	0.87811	0.57971	0.76015	0.15610	0.70418	0.67496	0.87856	0.87623	0.61221	0.05337	0.03606	0.83402	0.85663	0.72094	0.46014	0.04710	0.19389	0.48769
0.94239	0.94298	0.93166	0.76951	0.88763	0.93529	0.82867	0.26418	0.43712	0.76993	0.93948	0.09673	0.25755	0.82497	0.94147	0.41648	0.94467	0.90349	0.93000	0.03482	0.59552	0.88994	0.94368	0.72283	0.54655	0.94373	0.61932	0.81884	0.15239	0.75844	0.72649	0.94296	0.94253	0.65546	0.04049	0.02140	0.89851	0.92221	0.77664	0.48489	0.03382	0.19661	0.51948
0.83534	0.83485	0.82540	0.69469	0.79145	0.82784	0.73219	0.24787	0.39756	0.68041	0.83196	0.10684	0.25072	0.73178	0.83411	0.38550	0.83806	0.80062	0.82290	0.05590	0.53232	0.78847	0.83930	0.64309	0.49136	0.83800	0.55578	0.72459	0.15953	0.67090	0.64307	0.83905	0.83559	0.58627	0.06238	0.04575	0.79553	0.81751	0.68698	0.44735	0.05650	0.19156	0.46840
0.81206	0.81152	0.80243	0.67757	0.77014	0.80481	0.71168	0.24502	0.38947	0.66172	0.80864	0.10942	0.24874	0.71166	0.81078	0.37853	0.81487	0.77825	0.79971	0.06045	0.51916	0.76644	0.81630	0.62610	0.47984	0.81484	0.54217	0.70450	0.16076	0.65252	0.62565	0.81613	0.81231	0.57145	0.06691	0.05089	0.77321	0.79466	0.66808	0.43844	0.06120	0.19097	0.45774
0.93630	0.93661	0.92612	0.76485	0.88163	0.92943	0.82268	0.26280	0.43446	0.76436	0.93275	0.09686	0.25663	0.81898	0.93497	0.41420	0.93854	0.89693	0.92334	0.03584	0.59136	0.88356	0.93716	0.71763	0.54283	0.93718	0.61515	0.81287	0.15223	0.75298	0.72121	0.93655	0.93595	0.65106	0.04136	0.02276	0.89217	0.91547	0.77104	0.48214	0.03467	0.19583	0.51613
0.82678	0.82654	0.81818	0.68173	0.77964	0.82202	0.72754	0.25001	0.39628	0.67802	0.82298	0.10851	0.24529	0.72486	0.82493	0.37992	0.82867	0.79184	0.81426	0.05607	0.53041	0.77994	0.82796	0.63842	0.48905	0.82755	0.55096	0.71945	0.15615	0.66794	0.64097	0.82767	0.82617	0.58147	0.06129	0.04591	0.78699	0.80782	0.68332	0.43793	0.05546	0.19303	0.46582
0.79182	0.79219	0.78399	0.65021	0.74632	0.78609	0.70291	0.25034	0.38834	0.65607	0.78943	0.11528	0.24215	0.69885	0.79084	0.36988	0.79291	0.76107	0.78241	0.06515	0.51582	0.75050	0.79136	0.61729	0.47612	0.79187	0.53367	0.69461	0.15815	0.64687	0.62147	0.79056	0.79149	0.56300	0.06914	0.05381	0.75741	0.77573	0.66128	0.42375	0.06394	0.19557	0.45431
