0.82023	0.11877	0.52722	0.58260	0.26202	0.18549	0.15341	0.78230	0.24604	0.21900	0.05245	0.21512	0.21625	0.20262	0.04017	0.39258	0.10006	0.38859	0.25288	0.38597	0.62604	0.45562	0.17021	0.16014	0.11225	0.21057	0.23946	0.19876	0.18730	0.18118	0.23086	0.14534	0.19585	0.18430	0.26972	0.49333	0.11718	0.14632	0.16723
0.34854	0.88560	0.08702	0.51845	0.16309	0.21668	0.29675	0.05418	0.23635	0.83515	0.70336	0.86277	0.39278	0.82371	0.84471	0.28655	0.82850	0.37033	0.68857	0.42585	0.49430	0.73917	0.80722	0.83124	0.74098	0.84618	0.82018	0.80683	0.83636	0.86296	0.84716	0.87913	0.79022	0.74415	0.84152	0.43906	0.84969	0.77434	0.73976
0.31575	0.96288	0.03949	0.50901	0.16228	0.22862	0.31787	0.12132	0.25568	0.90817	0.76949	0.92331	0.42784	0.89442	0.90660	0.27146	0.89540	0.36244	0.72314	0.42277	0.47841	0.77912	0.87752	0.91776	0.80571	0.91766	0.89192	0.87667	0.91235	0.93335	0.89897	0.95146	0.85897	0.81157	0.88750	0.43399	0.93397	0.84313	0.82110
0.45991	0.95333	0.03305	0.60162	0.05999	0.08697	0.17702	0.28834	0.14913	0.96135	0.70860	0.94568	0.34364	0.93996	0.85169	0.19965	0.85385	0.30642	0.69582	0.37722	0.58520	0.93043	0.88575	0.94636	0.75763	0.97408	0.94842	0.88402	0.96355	0.97334	0.92817	0.96100	0.85802	0.79101	0.93924	0.46383	0.93874	0.82310	0.81858
0.24463	0.82703	0.14631	0.41986	0.29763	0.36305	0.42651	0.09713	0.35909	0.75967	0.71987	0.78431	0.47115	0.75318	0.81455	0.32977	0.78698	0.38600	0.64518	0.42323	0.39039	0.61339	0.75285	0.77844	0.72966	0.76840	0.74418	0.74762	0.76734	0.78603	0.76010	0.81165	0.74001	0.71206	0.74227	0.39774	0.79639	0.74131	0.71429
0.82984	0.14191	0.55702	0.71928	0.22893	0.12826	0.11495	0.29424	0.15984	0.24230	0.08820	0.20339	0.15999	0.23799	0.11274	0.48501	0.24730	0.49651	0.37615	0.50419	0.76092	0.52872	0.20481	0.18320	0.15858	0.25188	0.23374	0.22116	0.22005	0.21139	0.19364	0.19520	0.22064	0.20308	0.23922	0.60218	0.15132	0.17755	0.14562
0.33397	0.89071	0.10394	0.51675	0.22607	0.26335	0.33722	0.19085	0.28474	0.87043	0.71395	0.82169	0.43548	0.86702	0.79152	0.31125	0.90323	0.39123	0.72360	0.44446	0.49680	0.76345	0.83444	0.88903	0.76431	0.88508	0.84887	0.83340	0.87886	0.87864	0.79275	0.89833	0.82921	0.78108	0.79004	0.44350	0.89110	0.79190	0.78969
0.30098	0.90842	0.07891	0.47640	0.20612	0.27046	0.34828	0.18715	0.29342	0.85686	0.73677	0.85823	0.44405	0.85135	0.84292	0.28717	0.85388	0.36705	0.69351	0.42004	0.44802	0.72135	0.83789	0.86978	0.77317	0.86550	0.84545	0.83517	0.86496	0.88118	0.85711	0.89811	0.82081	0.78168	0.83585	0.41731	0.89262	0.80253	0.79328
0.30243	0.96331	0.03770	0.46078	0.18700	0.26172	0.34342	0.40570	0.31132	0.91638	0.78209	0.91076	0.47206	0.90811	0.88140	0.24223	0.84766	0.32621	0.67509	0.38199	0.42795	0.76837	0.88911	0.93440	0.80294	0.91915	0.91161	0.88510	0.92990	0.94135	0.92424	0.94195	0.86118	0.82326	0.89599	0.40200	0.96029	0.84720	0.87007
0.52629	0.80023	0.07798	0.50630	0.11545	0.14496	0.20292	0.95458	0.24982	0.84259	0.57403	0.82969	0.38625	0.81035	0.64269	0.17152	0.63500	0.25007	0.53440	0.30225	0.49840	0.81881	0.76285	0.83418	0.62591	0.83112	0.86646	0.77897	0.83265	0.82948	0.85081	0.79017	0.75202	0.70703	0.85869	0.40345	0.81363	0.70662	0.77361
0.46912	0.93294	0.03602	0.52909	0.10238	0.13626	0.20843	0.81772	0.24104	0.95918	0.71727	0.91667	0.41334	0.94105	0.79617	0.14751	0.74003	0.24154	0.59519	0.30400	0.50928	0.91220	0.88800	0.95930	0.73919	0.95598	0.96493	0.88620	0.97001	0.96260	0.93138	0.92213	0.84830	0.79770	0.93211	0.41836	0.95456	0.81965	0.88870
0.31155	0.95673	0.03524	0.47741	0.17693	0.24839	0.33460	0.32287	0.28961	0.91486	0.76540	0.91994	0.45205	0.89814	0.88352	0.25682	0.87371	0.34266	0.69809	0.39970	0.44783	0.77030	0.87711	0.92964	0.79684	0.91760	0.90797	0.87767	0.91976	0.93459	0.90734	0.94075	0.85871	0.81548	0.89518	0.41167	0.94504	0.84120	0.84505
0.52663	0.80060	0.07764	0.50664	0.11479	0.14416	0.20213	0.95353	0.24900	0.84299	0.57431	0.83025	0.38576	0.81080	0.64310	0.17094	0.63493	0.24973	0.53457	0.30207	0.49867	0.81931	0.76349	0.83447	0.62635	0.83148	0.86686	0.77958	0.83301	0.82990	0.85131	0.79063	0.75250	0.70746	0.85929	0.40349	0.81389	0.70716	0.77389
0.49535	0.85288	0.06829	0.50661	0.11577	0.14885	0.21050	0.91237	0.25551	0.88016	0.62616	0.85693	0.40233	0.85609	0.69579	0.15987	0.65825	0.24154	0.54418	0.29582	0.49354	0.84873	0.80550	0.87279	0.66144	0.87516	0.89947	0.81195	0.88381	0.88137	0.89526	0.83727	0.77938	0.73434	0.89359	0.40351	0.86775	0.74042	0.81670
0.59099	0.85628	0.06527	0.58961	0.04843	0.04991	0.11476	0.86872	0.16229	0.92033	0.56519	0.87033	0.32994	0.88907	0.64033	0.13199	0.68416	0.22745	0.56741	0.29090	0.59051	0.95533	0.80749	0.89508	0.63317	0.92604	0.93271	0.81714	0.91653	0.90847	0.89848	0.86106	0.79135	0.72406	0.91076	0.43371	0.86487	0.72197	0.79483
