0.95458	0.95254	0.94357	0.77702	0.89712	0.94370	0.84805	0.27453	0.44776	0.77814	0.94761	0.11192	0.28347	0.84316	0.95392	0.44242	0.95588	0.92399	0.93979	0.03663	0.60650	0.90529	0.95146	0.73471	0.54776	0.95152	0.63150	0.83200	0.16974	0.77471	0.74030	0.95427	0.95297	0.67144	0.04875	0.02958	0.91123	0.92961	0.79121	0.50345	0.04506	0.20793	0.52623
0.94946	0.94689	0.93801	0.77203	0.89171	0.93670	0.83992	0.26027	0.43565	0.76887	0.94191	0.09663	0.27132	0.83552	0.94869	0.43186	0.95097	0.91797	0.93379	0.02576	0.59573	0.89835	0.94673	0.72588	0.53654	0.94643	0.62152	0.82354	0.15692	0.76552	0.73043	0.94947	0.94760	0.66175	0.03596	0.02504	0.90450	0.92368	0.78219	0.49398	0.03103	0.19328	0.51532
0.94768	0.94343	0.93884	0.77100	0.88913	0.93846	0.83562	0.25936	0.43499	0.76476	0.93797	0.09762	0.27272	0.83148	0.94547	0.43172	0.94914	0.91365	0.92950	0.02821	0.59278	0.89421	0.94341	0.72202	0.53414	0.94297	0.61958	0.81927	0.15852	0.76142	0.72629	0.94676	0.94421	0.65935	0.03818	0.02675	0.90079	0.91903	0.77835	0.49416	0.03324	0.19320	0.51391
0.79963	0.79382	0.79446	0.65305	0.74984	0.79345	0.69967	0.20827	0.35971	0.63855	0.78907	0.07241	0.22593	0.69761	0.79675	0.35997	0.80137	0.76819	0.78146	0.02091	0.49244	0.75147	0.79554	0.60306	0.44289	0.79448	0.51786	0.68628	0.12754	0.63598	0.60560	0.79929	0.79550	0.55125	0.02693	0.02861	0.75766	0.77249	0.65084	0.41517	0.02124	0.15294	0.42644
0.93361	0.93012	0.92322	0.76127	0.87727	0.92198	0.82422	0.25629	0.42916	0.75433	0.92536	0.09702	0.27003	0.82063	0.93251	0.42663	0.93517	0.90174	0.91707	0.02977	0.58500	0.88238	0.93089	0.71271	0.52728	0.93035	0.61150	0.80841	0.15761	0.75109	0.71654	0.93405	0.93143	0.65058	0.03931	0.03047	0.88864	0.90726	0.76769	0.48849	0.03412	0.19126	0.50703
0.88020	0.87705	0.87061	0.71625	0.82624	0.87059	0.77556	0.23533	0.39961	0.70932	0.87182	0.08352	0.24784	0.77192	0.87899	0.39701	0.88216	0.84910	0.86398	0.02037	0.54793	0.83075	0.87725	0.66932	0.49296	0.87663	0.57301	0.76046	0.14086	0.70615	0.67318	0.88041	0.87774	0.61031	0.02880	0.02351	0.83685	0.85432	0.72188	0.45560	0.02357	0.17324	0.47366
0.94244	0.93930	0.93184	0.76788	0.88547	0.93076	0.83322	0.26085	0.43467	0.76299	0.93452	0.09984	0.27325	0.82923	0.94144	0.43134	0.94385	0.91077	0.92630	0.03055	0.59214	0.89137	0.93962	0.72068	0.53385	0.93925	0.61830	0.81721	0.16007	0.75965	0.72496	0.94267	0.94040	0.65779	0.04060	0.02980	0.89755	0.91633	0.77628	0.49327	0.03564	0.19503	0.51316
0.84124	0.83587	0.83428	0.68699	0.78954	0.83238	0.73750	0.22023	0.37915	0.67313	0.83136	0.07692	0.23792	0.73530	0.83896	0.37931	0.84291	0.80967	0.82346	0.02235	0.51943	0.79182	0.83784	0.63608	0.46722	0.83683	0.54563	0.72333	0.13486	0.67046	0.63856	0.84138	0.83778	0.58082	0.02881	0.02997	0.79809	0.81439	0.68594	0.43720	0.02284	0.16187	0.44970
0.81365	0.80860	0.80692	0.66386	0.76344	0.80528	0.71325	0.21132	0.36543	0.65088	0.80412	0.07210	0.22810	0.71101	0.81149	0.36538	0.81536	0.78307	0.79652	0.01881	0.50163	0.76587	0.81033	0.61474	0.45094	0.80934	0.52697	0.69953	0.12801	0.64828	0.61734	0.81374	0.81032	0.56115	0.02513	0.02626	0.77194	0.78762	0.66327	0.42139	0.01938	0.15461	0.43382
0.94225	0.93897	0.93175	0.76711	0.88496	0.93086	0.83241	0.25836	0.43275	0.76180	0.93400	0.09699	0.27117	0.82839	0.94107	0.42966	0.94383	0.91017	0.92576	0.02811	0.59053	0.89074	0.93917	0.71946	0.53207	0.93877	0.61689	0.81625	0.15757	0.75856	0.72366	0.94223	0.93994	0.65655	0.03793	0.02790	0.89703	0.91569	0.77527	0.49176	0.03290	0.19237	0.51149
0.82674	0.82904	0.81380	0.67193	0.77858	0.81542	0.74693	0.26266	0.40464	0.68912	0.82487	0.12090	0.25965	0.74097	0.82802	0.39578	0.82836	0.80632	0.82017	0.04022	0.54305	0.79302	0.82530	0.64995	0.49221	0.82594	0.56026	0.73417	0.16205	0.68624	0.65839	0.82642	0.82783	0.59530	0.05670	0.02149	0.79668	0.81185	0.69933	0.44446	0.05704	0.20436	0.47009
0.80331	0.79905	0.79880	0.65532	0.75315	0.79770	0.71036	0.22965	0.37601	0.65186	0.79424	0.09420	0.23966	0.70652	0.80055	0.37192	0.80405	0.77390	0.78747	0.03357	0.50774	0.75883	0.79822	0.61470	0.45864	0.79799	0.53016	0.69735	0.14301	0.64890	0.62004	0.80137	0.79953	0.56346	0.04284	0.03096	0.76451	0.77801	0.66301	0.42375	0.03926	0.17417	0.44073
0.96904	0.96911	0.95598	0.78756	0.91118	0.95611	0.86595	0.28683	0.45948	0.79572	0.96382	0.12051	0.29077	0.86007	0.96924	0.45239	0.97052	0.94077	0.95689	0.03873	0.62200	0.92249	0.96650	0.75116	0.56210	0.96684	0.64500	0.84967	0.17588	0.79235	0.75798	0.96852	0.96839	0.68619	0.05274	0.02822	0.92788	0.94690	0.80854	0.51252	0.05017	0.21848	0.53890
0.98434	0.98469	0.97276	0.80128	0.92573	0.96839	0.89134	0.33803	0.50038	0.82574	0.97885	0.17503	0.33103	0.88336	0.98262	0.48720	0.98412	0.95694	0.97368	0.07021	0.65846	0.94298	0.97853	0.77946	0.60024	0.97956	0.67720	0.87671	0.21851	0.82229	0.79084	0.97960	0.98198	0.71807	0.09441	0.03066	0.94791	0.96313	0.83735	0.54173	0.09761	0.27096	0.57462
0.98743	0.99061	0.97136	0.80411	0.93094	0.96802	0.89774	0.34212	0.50420	0.83208	0.98503	0.17761	0.33318	0.88972	0.98818	0.49057	0.98799	0.96345	0.98012	0.06921	0.66405	0.94962	0.98418	0.78575	0.60553	0.98532	0.68207	0.88331	0.22036	0.82872	0.79723	0.98482	0.98760	0.72333	0.09480	0.02725	0.95408	0.97011	0.84360	0.54484	0.09855	0.27451	0.57915
