0.07700	0.01428	0.02080	0.01486	0.02502	0.01555	0.02431	0.52256	0.04127	0.05062	0.01876	0.08570	0.03984	0.03231	0.01484	0.02104	0.03970	0.02114	0.01622	0.02123	0.01580	0.03376	0.03122	0.09721	0.01933	0.01344	0.07079	0.04010	0.03148	0.01740	0.09207	0.01237	0.02788	0.03034	0.07166	0.01970	0.04388	0.03204	0.03207
0.00700	0.23899	0.00924	0.03817	0.00717	0.03516	0.02262	0.05855	0.04984	0.16955	0.22423	0.20297	0.04353	0.16923	0.29839	0.00920	0.00899	0.00935	0.03636	0.00944	0.03550	0.24075	0.18018	0.03864	0.10691	0.24909	0.31896	0.10911	0.24064	0.27928	0.66446	0.23091	0.03707	0.02669	0.61735	0.01439	0.29393	0.04930	0.02486
0.02487	0.13592	0.02421	0.04152	0.02271	0.03635	0.02649	0.04030	0.03807	0.11235	0.12984	0.05723	0.03468	0.10808	0.15435	0.02535	0.02157	0.02541	0.04135	0.02543	0.04078	0.14881	0.10516	0.02608	0.07472	0.14839	0.18439	0.07384	0.13325	0.13168	0.19554	0.13120	0.03658	0.03226	0.10106	0.02935	0.14107	0.04162	0.02725
0.02047	0.36944	0.00541	0.05539	0.01021	0.04329	0.02148	0.20497	0.06702	0.30886	0.35915	0.54021	0.05438	0.29552	0.49696	0.00570	0.02689	0.00597	0.05368	0.00614	0.05122	0.42196	0.29599	0.14643	0.17580	0.42597	0.55445	0.17668	0.43052	0.47728	0.75392	0.37460	0.05083	0.03618	0.77149	0.01555	0.45320	0.08847	0.03225
0.02469	0.13534	0.02424	0.04144	0.02272	0.03633	0.02648	0.03853	0.03792	0.11175	0.12926	0.05639	0.03455	0.10756	0.15358	0.02536	0.02151	0.02541	0.04129	0.02544	0.04071	0.14806	0.10463	0.02570	0.07444	0.14772	0.18334	0.07349	0.13252	0.13097	0.19478	0.13063	0.03650	0.03219	0.09985	0.02933	0.14029	0.04149	0.02719
0.02736	0.10070	0.02842	0.04091	0.02682	0.03522	0.02681	0.03529	0.03953	0.09014	0.09871	0.04244	0.03673	0.08830	0.12162	0.02943	0.02494	0.02947	0.04093	0.02948	0.04042	0.11598	0.08610	0.02488	0.06191	0.11589	0.14103	0.06461	0.10560	0.10547	0.03479	0.10127	0.03541	0.03305	0.09647	0.03255	0.10715	0.03822	0.02978
0.03971	0.07334	0.02356	0.03062	0.02986	0.02827	0.02768	0.15039	0.03308	0.08636	0.07686	0.25032	0.03046	0.07698	0.10560	0.02349	0.04229	0.02357	0.03075	0.02363	0.02998	0.09817	0.07156	0.10738	0.05347	0.09425	0.12154	0.05189	0.11075	0.11553	0.10876	0.08116	0.03253	0.03077	0.09717	0.02477	0.09092	0.04747	0.03144
0.01651	0.19344	0.01335	0.03735	0.01531	0.03762	0.02649	0.05245	0.04044	0.15214	0.19136	0.23988	0.03490	0.14995	0.24336	0.01347	0.02046	0.01360	0.03738	0.01367	0.03558	0.20835	0.15089	0.06685	0.09821	0.21477	0.26995	0.09245	0.21046	0.23074	0.55441	0.19501	0.03631	0.02772	0.31086	0.01785	0.23079	0.05162	0.02496
0.01954	0.09906	0.01388	0.02257	0.01461	0.02799	0.02695	0.05695	0.02674	0.06579	0.09553	0.08369	0.02537	0.06576	0.10165	0.01368	0.01614	0.01376	0.02221	0.01381	0.02187	0.08783	0.07007	0.03133	0.05119	0.09078	0.11645	0.04613	0.08708	0.09470	0.51543	0.09181	0.02681	0.02146	0.15284	0.01481	0.11778	0.03007	0.02055
0.09744	0.01467	0.01723	0.00968	0.02255	0.00964	0.02226	0.74508	0.04726	0.06489	0.01821	0.09827	0.04523	0.03665	0.01575	0.01777	0.04373	0.01790	0.01157	0.01802	0.01101	0.04232	0.03514	0.12235	0.01658	0.01225	0.09734	0.04720	0.03614	0.01652	0.13306	0.00961	0.02861	0.03211	0.11248	0.01596	0.05602	0.03453	0.03404
0.05707	0.23966	0.01535	0.04558	0.01815	0.03539	0.02207	0.43714	0.06808	0.23050	0.24186	0.28233	0.05826	0.21505	0.32131	0.01653	0.03121	0.01676	0.04639	0.01691	0.04413	0.29680	0.21082	0.11981	0.12362	0.28560	0.40942	0.14233	0.28947	0.29753	0.36942	0.24606	0.04588	0.03857	0.41518	0.02290	0.30709	0.06611	0.03416
0.02547	0.03781	0.02539	0.02754	0.02523	0.02807	0.02824	0.01990	0.02628	0.03253	0.03607	0.02240	0.02620	0.03129	0.03612	0.02585	0.02547	0.02586	0.02787	0.02586	0.02765	0.03502	0.03088	0.02184	0.03053	0.03579	0.03757	0.02960	0.03174	0.03145	0.10345	0.03536	0.02809	0.02714	0.02122	0.02619	0.03558	0.02796	0.02662
0.09743	0.01465	0.01724	0.00969	0.02255	0.00964	0.02227	0.74489	0.04725	0.06485	0.01819	0.09813	0.04522	0.03662	0.01571	0.01777	0.04372	0.01791	0.01157	0.01803	0.01101	0.04228	0.03512	0.12229	0.01657	0.01222	0.09728	0.04718	0.03609	0.01647	0.13295	0.00958	0.02861	0.03211	0.11236	0.01596	0.05598	0.03452	0.03403
0.05331	0.19078	0.00653	0.02505	0.00779	0.02214	0.01989	0.50661	0.06408	0.16881	0.18550	0.23062	0.05658	0.15531	0.25633	0.00644	0.02207	0.00665	0.02535	0.00681	0.02370	0.21453	0.16521	0.09866	0.08580	0.20509	0.32122	0.11294	0.21723	0.24396	0.58095	0.18722	0.03612	0.02940	0.64302	0.00922	0.27713	0.04895	0.03071
0.05106	0.41565	0.00258	0.05692	0.00515	0.04138	0.01765	0.54999	0.09294	0.36591	0.40864	0.48123	0.07679	0.34535	0.56173	0.00368	0.02406	0.00403	0.05685	0.00426	0.05332	0.49010	0.34771	0.15769	0.19303	0.48208	0.67637	0.21899	0.48560	0.52506	0.78339	0.42086	0.05685	0.04176	0.92000	0.01442	0.53720	0.09111	0.03621
